"","GeneName"
"6764","Basp1"
"6765","Gm2824"
"6766","Atp6v0e2"
"6767","Lmo3"
"6768","Sptb"
"6769","Drosha"
"6770","Rab15"
"6771","A830011K09Rik"
"6772","Ctnnd2"
"6773","Kras"
"6774","Cox6c"
"6775","Tcaf1"
"6776","Tspyl5"
"6777","Syt16"
"6778","Cul1"
"6779","Cmas"
"6780","March6"
"6781","Hs6st1"
"6782","Atp2c1"
"6783","Rnf19a"
"6784","Prpf31"
"6785","Mdga2"
"6786","D930019O06Rik"
"6787","Chrac1"
"6788","Creg2"
"6789","Ube2m"
"6790","Trim28"
"6791","Strn3"
"6792","Slc45a4"
"6793","Hectd1"
"6794","Khdrbs3"
"6795","Nanos1"
"6796","St3gal1"
"6797","Vps50"
"6798","Akap6"
"6799","Dync1li1"
"6800","Clcn4"
"6801","Sepw1"
"6802","Fhl2"
"6803","Hspa12a"
"6804","Ly6h"
"6805","Clstn2"
"6806","Mtus2"
"6807","Rab11fip2"
"6808","Slc8a2"
"6809","Lrrn3"
"6810","Hsph1"
"6811","Nrcam"
"6812","Lynx1"
"6813","Them6"
"6814","Casd1"
"6815","Chst10"
"6816","Zhx1"
"6817","Arf5"
"6818","Sec23a"
"6819","Syt5"
"6820","Trappc6b"
"6821","Ubp1"
"6822","Atp6v1f"
"6823","Tspan33"
"6824","Inpp4a"
"6825","Fkbp3"
"6826","Rab6b"
"6827","Arpp21"
"6828","Brsk1"
"6829","Kcnq3"
"6830","Zfp78"
"6831","Asns"
"6832","Zfp667"
"6833","Epn1"
"6834","Ndufa4"
"6835","Eif5b"
"6836","Phf14"
"6837","Mrpl30"
"6838","Brms1l"
"6839","Gpr85"
"6840","Nat14"
"6841","Ndufb9"
"6842","Shisa7"
"6843","Cttnbp2"
"6844","Zfr"
"6845","Sub1"
"6846","Cycs"
"6847","Ncoa2"
"6848","Arfgef1"
"6849","Atg2b"
"6850","D430019H16Rik"
"6851","Necap1"
"6852","Chchd6"
"6853","Camkv"
"6854","Slc2a3"
"6855","Traip"
"6856","Chchd4"
"6857","Prickle2"
"6858","Stau2"
"6859","Bcl11b"
"6860","Begain"
"6861","Aak1"
"6862","Rps6kl1"
"6863","Ptms"
"6864","Tmem70"
"6865","Gpr162"
"6866","Tceb1"
"6867","Evl"
"6868","Usp5"
"6869","Tpi1"
"6870","Cyp46a1"
"6871","Grcc10"
"6872","Ube2w"
"6873","Emg1"
"6874","Foxp1"
"6875","Gpr27"
"6876","Atp6v1e1"
"6877","Chga"
"6878","Lhfpl4"
"6879","Brpf1"
"6880","Cpsf2"
"6881","Arpc4"
"6882","Prrt3"
"6883","Smek1"
"6884","Brk1"
"6885","Gpr68"
"6886","Ttc7b"
"6887","Syn2"
"6888","Calm1"
"6889","Ndufaf3"
"6890","Mlf2"
"6891","Oxtr"
"6892","Tma7"
"6893","Bsn"
"6894","Ppp4r2"
"6895","Ddx24"
"6896","Otub2"
"6897","Cntn6"
"6898","Cacna1c"
"6899","Unc79"
"6900","Rasgef1a"
"6901","Itpr1"
"6902","Zfp239"
"6903","Zfp637"
"6904","Dgkb"
"6905","Ylpm1"
"6906","Arel1"
"6907","Adgrb3"
"6908","Ccdc177"
"6909","Plcxd3"
"6910","Oxct1"
"6911","Gabarapl1"
"6912","Gm3693"
"6913","Reep1"
"6914","St3gal5"
"6915","Sdhaf4"
"6916","Synj2bp"
"6917","Lrrtm1"
"6918","Brf1"
"6919","Poc1a"
"6920","Snca"
"6921","Snx10"
"6922","Plekhb2"
"6923","Atp6v1d"
"6924","Vti1b"
"6925","Grin2b"
"6926","Arhgef4"
"6927","Kbtbd2"
"6928","Dst"
"6929","Actn1"
"6930","Dcaf5"
"6931","Herc3"
"6932","Smim10l1"
"6933","Lrrtm4"
"6934","Mrpl19"
"6935","Smap1"
"6936","Dnal1"
"6937","Pnma1"
"6938","Smyd5"
"6939","Fbxo41"
"6940","Cinp"
"6941","Kcna6"
"6942","Hsp90aa1"
"6943","Add2"
"6944","Fam136a"
"6945","Dync1h1"
"6946","Gapdh"
"6947","Snrnp27"
"6948","Meg3"
"6949","Gmcl1"
"6950","Cops7a"
"6951","Rab11fip5"
"6952","Vprbp"
"6953","Dock3"
"6954","Tmem179"
"6955","2010107E04Rik"
"6956","Klc1"
"6957","Rims1"
"6958","Gm42738"
"6959","Prmt8"
"6960","Dhx30"
"6961","Tmem14a"
"6962","Cdc42bpb"
"6963","Uxs1"
"6964","Atp5j2"
"6965","Cntn1"
"6966","Tesc"
"6967","Hrk"
"6968","Rnft2"
"6969","Dpcd"
"6970","Kif21a"
"6971","Mapk8ip2"
"6972","Rph3a"
"6973","Gm15800"
"6974","Rsl24d1"
"6975","Gpbp1"
"6976","Ksr2"
"6977","Zcrb1"
"6978","Ipo11"
"6979","Kif2a"
"6980","D630023F18Rik"
"6981","Pygo1"
"6982","Pebp1"
"6983","Plekhm3"
"6984","Wsb2"
"6985","Shank1"
"6986","Btrc"
"6987","Rab3c"
"6988","Tmem158"
"6989","Plk2"
"6990","Gm42918"
"6991","Camkk2"
"6992","Gpi1"
"6993","Anapc5"
"6994","Wnt7b"
"6995","Scn1b"
"6996","Atxn10"
"6997","Rhof"
"6998","Fxyd7"
"6999","Psd"
"7000","Wdr12"
"7001","Denr"
"7002","Sult4a1"
"7003","Mpped1"
"7004","Atp2a2"
"7005","Htr1a"
"7006","Abi2"
"7007","Naa25"
"7008","Mapk11"
"7009","Vstm2b"
"7010","Myo5a"
"7011","Ccne1"
"7012","Uri1"
"7013","Mgea5"
"7014","Panx2"
"7015","Vps29"
"7016","Nrp2"
"7017","Raph1"
"7018","Higd1a"
"7019","Fyco1"
"7020","Rgs7bp"
"7021","Ptpn5"
"7022","Ldha"
"7023","Arhgef28"
"7024","Gtf2h1"
"7025","Plcxd1"
"7026","Pgam5"
"7027","Cnnm1"
"7028","Fam81a"
"7029","Pitpnb"
"7030","Atp5k"
"7031","Scn8a"
"7032","Sv2c"
"7033","Gm29543"
"7034","Brdt"
"7035","Ephx4"
"7036","A830010M20Rik"
"7037","Ptprn"
"7038","Evi5"
"7039","Fam169a"
"7040","Grasp"
"7041","Tuba4a"
"7042","Gm10419"
"7043","Cdk5r2"
"7044","Ptcd2"
"7045","Mrps27"
"7046","Rnd1"
"7047","Ndufb8"
"7048","Rtn4"
"7049","1500011B03Rik"
"7050","2610524H06Rik"
"7051","2210016L21Rik"
"7052","Sgtb"
"7053","Zfp280d"
"7054","Pop5"
"7055","Dynll1"
"7056","Unc80"
"7057","Triap1"
"7058","Cox6a1"
"7059","Arf3"
"7060","Map2"
"7061","Ddn"
"7062","Lin7b"
"7063","Map1b"
"7064","Tfip11"
"7065","Faim2"
"7066","Asphd2"
"7067","Sez6l"
"7068","Lmtk3"
"7069","Car11"
"7070","Bcs1l"
"7071","Wscd2"
"7072","Polr2m"
"7073","Herc2"
"7074","Cox6b1"
"7075","Arl6ip4"
"7076","Tomm40"
"7077","Clptm1"
"7078","Mfsd6"
"7079","Ppp1r37"
"7080","Gm9866"
"7081","Myt1l"
"7082","Shoc2"
"7083","Morf4l1"
"7084","Gls"
"7085","Sstr3"
"7086","Elfn2"
"7087","Zfp575"
"7088","Znhit1"
"7089","Ap1s1"
"7090","Gigyf1"
"7091","Grhl1"
"7092","Zfp180"
"7093","Gm19345"
"7094","Sh3bp1"
"7095","Actl6b"
"7096","6330403L08Rik"
"7097","Prkar1b"
"7098","Adap1"
"7099","Acsl5"
"7100","Pnmal1"
"7101","Azi2"
"7102","Fam160b1"
"7103","Calm3"
"7104","Dact3"
"7105","Exosc4"
"7106","Tecpr1"
"7107","Tspan13"
"7108","Tmem130"
"7109","Plec"
"7110","Strn4"
"7111","Fkrp"
"7112","Pdap1"
"7113","Ap2s1"
"7114","Ppp5c"
"7115","Atxn7l1"
"7116","Vti1a"
"7117","Rbfox2"
"7118","1190002N15Rik"
"7119","Radil"
"7120","Dmwd"
"7121","Zfp251"
"7122","Wipi2"
"7123","Lrrc14"
"7124","Actb"
"7125","Prkar2b"
"7126","Zfp12"
"7127","Kifc2"
"7128","Zfp316"
"7129","Tonsl"
"7130","Fam117b"
"7131","Atp1a3"
"7132","Ndufb3"
"7133","Fam126b"
"7134","Ctnnb1"
"7135","Gbas"
"7136","Neurl1a"
"7137","Chchd2"
"7138","Celsr3"
"7139","Lrfn1"
"7140","Rangap1"
"7141","Myrip"
"7142","Gatsl2"
"7143","Mrps12"
"7144","Sept3"
"7145","Zfp30"
"7146","Pitpnm2"
"7147","Trim8"
"7148","Sumo1"
"7149","Kif3c"
"7150","1110002L01Rik"
"7151","Clip3"
"7152","Ccdc92"
"7153","Borcs7"
"7154","Trak2"
"7155","Cox7a2"
"7156","Vipr1"
"7157","Ndufa6"
"7158","Tmem30a"
"7159","Usmg5"
"7160","Obfc1"
"7161","Hspe1"
"7162","Rock2"
"7163","Hecw2"
"7164","Tmem91"
"7165","Rhbdd2"
"7166","Dnal4"
"7167","Mdh2"
"7168","Cby1"
"7169","Ywhag"
"7170","Kcnj4"
"7171","Gsk3a"
"7172","Csnk1e"
"7173","Orai2"
"7174","Dedd2"
"7175","Grik5"
"7176","Egln2"
"7177","Gtf3c3"
"7178","Vps37d"
"7179","Ttc9b"
"7180","Pld3"
"7181","Tnrc6b"
"7182","Snap91"
"7183","Atf4"
"7184","Sptbn4"
"7185","Fam49a"
"7186","Stx1a"
"7187","Syngr1"
"7188","Numbl"
"7189","Dnajc30"
"7190","Fam84a"
"7191","Hspd1"
"7192","Wdr48"
"7193","Osbp"
"7194","Pdk1"
"7195","Eri3"
"7196","Car10"
"7197","Fmr1"
"7198","Unc13a"
"7199","Colgalt1"
"7200","Ids"
"7201","Nme1"
"7202","Fcho1"
"7203","Mamld1"
"7204","Gnal"
"7205","Phyhip"
"7206","Dda1"
"7207","Dmtn"
"7208","Olfm1"
"7209","Gabra3"
"7210","Ocel1"
"7211","Slitrk4"
"7212","Mmd"
"7213","Setx"
"7214","Tenm1"
"7215","Dcaf12l1"
"7216","Large"
"7217","Tmem38a"
"7218","Ocrl"
"7219","Chmp7"
"7220","Hprt"
"7221","Dgke"
"7222","Fam32a"
"7223","Htatsf1"
"7224","Fgf13"
"7225","Ccdc124"
"7226","Gria3"
"7227","Zfp692"
"7228","Hapln4"
"7229","Zfp652os"
"7230","Rnmt"
"7231","Maged1"
"7232","Ndufa13"
"7233","Gria1"
"7234","Arhgef9"
"7235","Snf8"
"7236","Ube2z"
"7237","Atp5g1"
"7238","Las1l"
"7239","Tcf4"
"7240","Spop"
"7241","Pdzd4"
"7242","Hcfc1"
"7243","Lsm4"
"7244","Atp6ap1"
"7245","Ssbp4"
"7246","Ppp1r9b"
"7247","Gdi1"
"7248","Fkbp8"
"7249","Ubl4a"
"7250","Tmem59l"
"7251","Klhl26"
"7252","Dkc1"
"7253","Sucla2"
"7254","Larp1"
"7255","Rab3a"
"7256","Pja1"
"7257","Mrps23"
"7258","Nedd4l"
"7259","Wdr83os"
"7260","Wdr83"
"7261","Fbxw9"
"7262","Syp"
"7263","Dusp14"
"7264","Cstad"
"7265","Ggnbp2"
"7266","Znhit3"
"7267","Fbxo16"
"7268","Pim2"
"7269","Praf2"
"7270","Vps35"
"7271","Mir124a-1hg"
"7272","Chrna4"
"7273","Kcnq2"
"7274","Eef1a2"
"7275","Stmn3"
"7276","Ap2b1"
"7277","Camk2a"
"7278","Zfp512b"
"7279","BC005624"
"7280","Nudt11"
"7281","Lonp2"
"7282","Nudt10"
"7283","Neto2"
"7284","Mcts1"
"7285","Pcsk1n"
"7286","Elp3"
"7287","Usp11"
"7288","Araf"
"7289","Syn1"
"7290","Scoc"
"7291","Sptan1"
"7292","Tbc1d9"
"7293","Cdk16"
"7294","Odf2"
"7295","Sept6"
"7296","Abce1"
"7297","Ndufa1"
"7298","Srsf1"
"7299","Nars"
"7300","Klhl13"
"7301","Uba1"
"7302","Ppm1e"
"7303","Adgrl1"
"7304","1500015A07Rik"
"7305","Sh3glb2"
"7306","Ccdc25"
"7307","Atp6ap2"
"7308","Rps6kb1"
"7309","Spink10"
"7310","Ptk2b"
"7311","Cltc"
"7312","Napg"
"7313","Zer1"
"7314","Dpysl2"
"7315","Prkaca"
"7316","Set"
"7317","Dlg3"
"7318","Lzts1"
"7319","Glra2"
"7320","Ier3ip1"
"7321","Unc5d"
"7322","Ndfip2"
"7323","Nrg1"
"7324","Zc2hc1a"
"7325","Slitrk1"
"7326","Sowaha"
"7327","Grin1"
"7328","Bag4"
"7329","Plpp5"
"7330","Prosc"
"7331","Zrsr2"
"7332","Mycbp2"
"7333","Fbxl3"
"7334","Shroom2"
"7335","Npdc1"
"7336","Sms"
"7337","Mbtps2"
"7338","Cnksr2"
"7339","Gm12216"
"7340","Lmo7"
"7341","Pdha1"
"7342","Dctn6"
"7343","Cdkl5"
"7344","Smim18"
"7345","Reps2"
"7346","Krt222"
"7347","Tacc1"
"7348","Sec62"
"7349","Eif1"
"7350","Slc7a14"
"7351","Socs5"
"7352","9530068E07Rik"
"7353","Calm2"
"7354","Ndufb5"
"7355","Vdac1"
"7356","Prkce"
"7357","Gpr158"
"7358","Gm10699"
"7359","Usp13"
"7360","Atp5a1"
"7361","Mir124-2hg"
"7362","Bhlhe22"
"7363","Atp6v0b"
"7364","Slitrk5"
"7365","Tbl1xr1"
"7366","Uqcrq"
"7367","Ap3m2"
"7368","Rnf165"
"7369","Nrxn1"
"7370","Ppp1r21"
"7371","Ralyl"
"7372","Micu3"
"7373","Iqsec2"
"7374","Mzt1"
"7375","Sh3rf1"
"7376","Nap1l3"
"7377","Pcdh19"
"7378","Cstf2"
"7379","Tmem35"
"7380","2610002M06Rik"
"7381","B230317F23Rik"
"7382","BC030500"
"7383","Srcin1"
"7384","Pnpo"
"7385","Cox7b"
"7386","Atp6v1b2"
"7387","Fam69b"
"7388","Nlgn3"
"7389","Ints10"
"7390","Serp2"
"7391","Rab27b"
"7392","Pmpca"
"7393","Npy1r"
"7394","Nap1l2"
"7395","Slc36a1"
"7396","March1"
"7397","Magee2"
"7398","Nfe2l1"
"7399","Magee1"
"7400","Akap11"
"7401","Hnrnph2"
"7402","Pip4k2b"
"7403","Gpm6a"
"7404","Frmpd3"
"7405","Prps1"
"7406","Gm996"
"7407","Acsl4"
"7408","Psmd3"
"7409","Pak3"
"7410","Htr2c"
"7411","Thra"
"7412","Tro"
"7413","Gnl3l"
"7414","Rapgefl1"
"7415","Fbxw5"
"7416","Huwe1"
"7417","Zcchc18"
"7418","Snap47"
"7419","Rab9b"
"7420","Slc25a4"
"7421","Hint1"
"7422","Tceal6"
"7423","Gprasp1"
"7424","Wbp4"
"7425","Camsap1"
"7426","Tenm3"
"7427","Cacnb1"
"7428","Bex2"
"7429","Tceal5"
"7430","Cdc42se2"
"7431","Trappc11"
"7432","Tceal3"
"7433","Morf4l2"
"7434","Ppm1b"
"7435","Rps21"
"7436","Disp2"
"7437","Ccdc32"
"7438","Kcnh7"
"7439","Nkiras1"
"7440","Hdac3"
"7441","Rell2"
"7442","Cul2"
"7443","Chp1"
"7444","1700020I14Rik"
"7445","Rtf1"
"7446","Tbr1"
"7447","Thoc7"
"7448","Slc25a11"
"7449","Prmt5"
"7450","Ccny"
"7451","Arhgap44"
"7452","Kat6b"
"7453","Scn2a1"
"7454","Ano3"
"7455","Chd8"
"7456","Lpcat4"
"7457","Nop10"
"7458","Mrps16"
"7459","Mib1"
"7460","3110099E03Rik"
"7461","Gng2"
"7462","Tyro3"
"7463","Scn9a"
"7464","Rnf14"
"7465","Mapkbp1"
"7466","Usp50"
"7467","Jph4"
"7468","Tomm20"
"7469","2900055J20Rik"
"7470","Stard7"
"7471","A730098A19Rik"
"7472","Zfhx2"
"7473","Pcnxl2"
"7474","Rbm27"
"7475","1500011K16Rik"
"7476","Tsnax"
"7477","Nop56"
"7478","Idh3b"
"7479","Ctxn2"
"7480","Bcl2l2"
"7481","Ttbk2"
"7482","Slc22a17"
"7483","Trp53bp1"
"7484","Ppip5k1"
"7485","Ckmt1"
"7486","Ccdc148"
"7487","Hypk"
"7488","Casc4"
"7489","Acin1"
"7490","A830039N20Rik"
"7491","Cdc25c"
"7492","Nrg3"
"7493","Vamp2"
"7494","Per1"
"7495","Timm10"
"7496","Gorasp2"
"7497","Psmc3"
"7498","Chd3"
"7499","Madd"
"7500","Camk4"
"7501","Slc25a12"
"7502","Zmat2"
"7503","Chn1"
"7504","Atf2"
"7505","Lnp"
"7506","Sra1"
"7507","Ttc30a1"
"7508","Osbpl6"
"7509","Nckap1"
"7510","Matr3"
"7511","Zc3h15"
"7512","Etf1"
"7513","2700094K13Rik"
"7514","Fbxo34"
"7515","Slc25a46"
"7516","Nlgn2"
"7517","Tnnc1"
"7518","Lrtm1"
"7519","Neurl4"
"7520","Klhl14"
"7521","Caprin1"
"7522","Bbs5"
"7523","Elp5"
"7524","Slmap"
"7525","Dlg4"
"7526","D430041D05Rik"
"7527","4930426D05Rik"
"7528","Bap1"
"7529","Asxl3"
"7530","Syt4"
"7531","Pcdhb12"
"7532","Celf4"
"7533","Fxr2"
"7534","Tpgs2"
"7535","Chst1"
"7536","Syt13"
"7537","2700062C07Rik"
"7538","Ubr3"
"7539","Lrrc4c"
"7540","Mapre2"
"7541","Trim44"
"7542","Pdhx"
"7543","Zbtb4"
"7544","Klhl23"
"7545","Dgkz"
"7546","Mrps26"
"7547","Itpa"
"7548","Pgbd5"
"7549","Edc4"
"7550","Snhg11"
"7551","Ralgapb"
"7552","Mrpl57"
"7553","Top1"
"7554","Rbm18"
"7555","Ttll11"
"7556","Gdap1l1"
"7557","Atp6v0d1"
"7558","Slc9a5"
"7559","Ttpal"
"7560","Pkig"
"7561","Nf1"
"7562","Ndrg3"
"7563","Dlgap4"
"7564","N6amt2"
"7565","Ap1g1"
"7566","Sez6"
"7567","Map1lc3a"
"7568","Flot2"
"7569","BC029722"
"7570","Romo1"
"7571","Mphosph8"
"7572","Supt6"
"7573","Epb41l1"
"7574","Rc3h2"
"7575","Smpd3"
"7576","Ywhab"
"7577","Phlpp2"
"7578","Gapvd1"
"7579","Zmynd8"
"7580","Cx3cl1"
"7581","Kpna3"
"7582","Ptges2"
"7583","Gnas"
"7584","1110008P14Rik"
"7585","Dnm1"
"7586","Ogfod1"
"7587","Lsm14b"
"7588","Prrc2b"
"7589","Ss18l1"
"7590","Hrh3"
"7591","Osbpl2"
"7592","Fam217b"
"7593","Atp9a"
"7594","Asic2"
"7595","Rai1"
"7596","Bean1"
"7597","Stxbp1"
"7598","Kcnb1"
"7599","Got2"
"7600","Cdk9"
"7601","Cnot1"
"7602","Rhbdl3"
"7603","5730455P16Rik"
"7604","Ndrg4"
"7605","Ak1"
"7606","Cdk5r1"
"7607","Rnf114"
"7608","Mtmr6"
"7609","Eif2s2"
"7610","Taok1"
"7611","Zfp341"
"7612","Snap25"
"7613","Rap1gap2"
"7614","Jph3"
"7615","Tasp1"
"7616","Pafah1b1"
"7617","Cacnb4"
"7618","Esf1"
"7619","Kif5c"
"7620","Dzank1"
"7621","Ulk2"
"7622","Rtn4rl1"
"7623","Cox4i1"
"7624","Nedd8"
"7625","Plcb1"
"7626","Tmx4"
"7627","Cds2"
"7628","Atrn"
"7629","Kcnj3"
"7630","Ccsap"
"7631","Tcf25"
"7632","Jakmip2"
"7633","1700037H04Rik"
"7634","Spata2l"
"7635","Cdk10"
"7636","Chmp1a"
"7637","Ncor1"
"7638","Ankrd11"
"7639","Ap5s1"
"7640","Ttc19"
"7641","Trappc2l"
"7642","Emc9"
"7643","Dtd1"
"7644","6430548M08Rik"
"7645","Slc24a3"
"7646","Abr"
"7647","Bhlha9"
"7648","Sdr39u1"
"7649","Nr6a1"
"7650","Atg12"
"7651","Nsrp1"
"7652","Aars"
"7653","St3gal2"
"7654","Cbfa2t2"
"7655","Sf3b3"
"7656","Git1"
"7657","Zfp612"
"7658","Tspyl3"
"7659","Arpc5l"
"7660","Napb"
"7661","Syndig1"
"7662","Orc4"
"7663","Pitpna"
"7664","Hsbp1"
"7665","Entpd6"
"7666","Cdh13"
"7667","Ywhae"
"7668","Acvr2a"
"7669","Doc2b"
"7670","Ythdc2"
"7671","Scai"
"7672","Rnf112"
"7673","Rnf208"
"7674","Dcun1d1"
"7675","Zranb2"
"7676","Pfdn6"
"7677","Atp5d"
"7678","Cbarp"
"7679","B230334C09Rik"
"7680","Lrrc7"
"7681","Ndufs7"
"7682","Polr2e"
"7683","Ndufa7"
"7684","R3hdm4"
"7685","Rtn3"
"7686","Tmem68"
"7687","Arhgap32"
"7688","Gabra1"
"7689","Palm"
"7690","Zfp81"
"7691","Negr1"
"7692","Fam73a"
"7693","Nptx1"
"7694","Ak5"
"7695","Baiap2"
"7696","Rxrb"
"7697","Klf16"
"7698","2700081O15Rik"
"7699","Brd2"
"7700","Ackr1"
"7701","Rnf126"
"7702","Rab2a"
"7703","Ube2g2"
"7704","Sumo3"
"7705","Narf"
"7706","Foxk2"
"7707","Rab40b"
"7708","Mtch1"
"7709","Srsf12"
"7710","Tbc1d22b"
"7711","Akirin2"
"7712","Kctd20"
"7713","Lingo2"
"7714","Mcm3ap"
"7715","Tenm2"
"7716","Gm12371"
"7717","Brpf3"
"7718","Mapk14"
"7719","Ufc1"
"7720","Epha7"
"7721","Clvs1"
"7722","Pdp1"
"7723","Fam92a"
"7724","Hmga1-rs1"
"7725","Mat2b"
"7726","Akap8l"
"7727","Pfkl"
"7728","Runx1t1"
"7729","Chrm1"
"7730","Rrp1"
"7731","Pou3f2"
"7732","Fut9"
"7733","Brd4"
"7734","Cadm3"
"7735","Oaz1"
"7736","Nuak1"
"7737","Ndst3"
"7738","Tram1l1"
"7739","D10Wsu102e"
"7740","Slc41a2"
"7741","Ank2"
"7742","Epor"
"7743","Prdx5"
"7744","Adss"
"7745","Gar1"
"7746","Zbtb18"
"7747","Ankrd24"
"7748","Etl4"
"7749","Hnrnpu"
"7750","Gabbr1"
"7751","Nt5dc3"
"7752","Cyfip2"
"7753","Plppr2"
"7754","Rtcb"
"7755","Prdm4"
"7756","Fnbp1l"
"7757","Plppr4"
"7758","Aes"
"7759","Atp6v1g2"
"7760","Zbtb7a"
"7761","B3gat1"
"7762","Stk19"
"7763","Sgta"
"7764","Diras1"
"7765","Prrt1"
"7766","Cbx4"
"7767","Pbx2"
"7768","Timm13"
"7769","Prkacb"
"7770","Lingo3"
"7771","Stip1"
"7772","Rgs7"
"7773","Lmo4"
"7774","Ppp3ca"
"7775","Rap1gds1"
"7776","Tnrc6c"
"7777","Celf5"
"7778","Abhd16a"
"7779","Fkbp2"
"7780","Bmpr1b"
"7781","Pip5k1c"
"7782","Matk"
"7783","Zfr2"
"7784","Chml"
"7785","Ndufb6"
"7786","Slit3"
"7787","1700021F05Rik"
"7788","Pdss2"
"7789","Rabgap1l"
"7790","Sobp"
"7791","Hook1"
"7792","Slc24a2"
"7793","Pvrl1"
"7794","Thy1"
"7795","Dnajc6"
"7796","Nsg2"
"7797","Usp2"
"7798","Wasf1"
"7799","Prrc2c"
"7800","Ugcg"
"7801","Syngr3"
"7802","Sorl1"
"7803","Gopc"
"7804","Sh3gl2"
"7805","Hace1"
"7806","Kifap3"
"7807","Tmem261"
"7808","Zdhhc21"
"7809","Trim32"
"7810","Serinc1"
"7811","Faah"
"7812","Tpd52l1"
"7813","Ncoa7"
"7814","Fam120b"
"7815","Cenpw"
"7816","Rnf146"
"7817","9330159F19Rik"
"7818","Soga3"
"7819","Cacna1e"
"7820","Sptbn1"
"7821","Ptprk"
"7822","Ddx6"
"7823","Tspyl1"
"7824","Tspyl4"
"7825","Brinp2"
"7826","Rasal2"
"7827","Ssbp3"
"7828","Rnf11"
"7829","Elavl4"
"7830","Agbl4"
"7831","Cyp4x1"
"7832","C2cd2l"
"7833","Tmem132a"
"7834","Ndufb10"
"7835","Gcc2"
"7836","Tfam"
"7837","AI413582"
"7838","Gtpbp4"
"7839","Stoml2"
"7840","Uqcc2"
"7841","Rusc2"
"7842","Nudt3"
"7843","Syngap1"
"7844","Zfp365"
"7845","Ildr2"
"7846","Tln1"
"7847","Gba2"
"7848","Ergic1"
"7849","Ryr2"
"7850","Neurl1b"
"7851","Uhmk1"
"7852","Mif"
"7853","Nfx1"
"7854","Fam219a"
"7855","Hnrnpul2"
"7856","Dctn3"
"7857","Zwint"
"7858","Galt"
"7859","Gng3"
"7860","Bcr"
"7861","Gnaz"
"7862","Pacsin1"
"7863","Phf24"
"7864","Pfkp"
"7865","Rgs11"
"7866","Arhgdig"
"7867","Atp1b1"
"7868","Tsr3"
"7869","Scn3b"
"7870","Elmo1"
"7871","Rpusd1"
"7872","Telo2"
"7873","Mapk8ip3"
"7874","Sh3rf3"
"7875","Frrs1l"
"7876","Ranbp2"
"7877","Micu1"
"7878","Alg2"
"7879","Gabbr2"
"7880","Tmem8b"
"7881","Slc25a16"
"7882","Tomm5"
"7883","Dcaf6"
"7884","Rhot2"
"7885","Aldh1b1"
"7886","Hk1"
"7887","Fbxl16"
"7888","2010107G23Rik"
"7889","Nrgn"
"7890","Tiprl"
"7891","Syt7"
"7892","Coro2a"
"7893","Polr2g"
"7894","Prpf38b"
"7895","Wdr47"
"7896","Nsf"
"7897","Fbxw7"
"7898","Sema6b"
"7899","Cs"
"7900","Dtl"
"7901","Rin1"
"7902","Fsd1"
"7903","Nenf"
"7904","Atp5b"
"7905","Mef2d"
"7906","St6gal2"
"7907","Trim2"
"7908","Ptprs"
"7909","Safb"
"7910","Rprml"
"7911","Dnajc14"
"7912","Mrpl11"
"7913","Gria2"
"7914","A830029E22Rik"
"7915","Fmnl1"
"7916","Gucy1b3"
"7917","Cntn5"
"7918","Ndufa11"
"7919","Smarcc2"
"7920","Lpgat1"
"7921","Map9"
"7922","Sqstm1"
"7923","Cnih2"
"7924","Pip4k2c"
"7925","Mapk9"
"7926","Cst6"
"7927","Eif1ad"
"7928","B4galnt1"
"7929","Cfl1"
"7930","Ddx5"
"7931","Snx32"
"7932","Tomm6"
"7933","Agap2"
"7934","Kif5a"
"7935","Trim46"
"7936","Tanc2"
"7937","Cyb561"
"7938","Ubqln4"
"7939","Gon4l"
"7940","Dcaf7"
"7941","Efna3"
"7942","Dap3"
"7943","Klc2"
"7944","Gal3st3"
"7945","Limd2"
"7946","Strada"
"7947","Fam189b"
"7948","Rusc1"
"7949","Serpini1"
"7950","Sarnp"
"7951","Coa3"
"7952","Becn1"
"7953","Cebpz"
"7954","Ndufaf7"
"7955","Celf2"
"7956","Nhp2"
"7957","Sec61a2"
"7958","Nbea"
"7959","Ndufc1"
"7960","Neto1"
"7961","Kcnh4"
"7962","Otud1"
"7963","Champ1"
"7964","Atp6v0a1"
"7965","Fam134c"
"7966","Ube2b"
"7967","Cdkl4"
"7968","Cul4a"
"7969","Hspa4l"
"7970","Chtop"
"7971","Fam171a1"
"7972","Rundc3a"
"7973","Plxna2"
"7974","Fam171a2"
"7975","Sptbn2"
"7976","Pja2"
"7977","1110032F04Rik"
"7978","Kcnh1"
"7979","Ppm1l"
"7980","Nmt2"
"7981","Ndufv2"
"7982","Fam155a"
"7983","Efnb2"
"7984","Lpin2"
"7985","Dlgap1"
"7986","L3mbtl4"
"7987","Ppp1ca"
"7988","Fgf14"
"7989","Mpp2"
"7990","Ccl25"
"7991","Ctxn1"
"7992","Aip"
"7993","Rps6kb2"
"7994","Nalcn"
"7995","Lor"
"7996","Ccdc47"
"7997","Cdc40"
"7998","Ensa"
"7999","Cdc42bpa"
"8000","A230050P20Rik"
"8001","Slc22a15"
"8002","Mia3"
"8003","Fdx1l"
"8004","Mrps18a"
"8005","Mllt11"
"8006","Pin1"
"8007","Atp2b1"
"8008","Mgat4c"
"8009","Rab3ip"
"8010","Ube2n"
"8011","Bcas2"
