"","GeneName"
"11578","Gimap9"
"11579","Gm15998"
"11580","Tspan4"
"11581","Gabpb2"
"11582","Tbc1d4"
"11583","Lipe"
"11584","Ifnar1"
"11585","Clec14a"
"11586","Syt15"
"11587","Ttc28"
"11588","Slc35a1"
"11589","Cdpf1"
"11590","Marveld2"
"11591","9530082P21Rik"
"11592","Fam187b"
"11593","Clint1"
"11594","Slc19a3"
"11595","Slc52a3"
"11596","Gm22"
"11597","Car5a"
"11598","Numa1"
"11599","Zic2"
"11600","Gm9946"
"11601","Asb4"
"11602","Mknk2"
"11603","Itga3"
"11604","Tbc1d1"
"11605","Rab8a"
"11606","Kif26a"
"11607","Tnfrsf12a"
"11608","Msrb3"
"11609","Sipa1"
"11610","Stox1"
"11611","Naalad2"
"11612","Hrct1"
"11613","Eps8l2"
"11614","Nodal"
"11615","Tbx3os1"
"11616","Kcp"
"11617","Rad54b"
"11618","Rgl2"
"11619","Gbp5"
"11620","Lnx2"
"11621","Tnxb"
"11622","Rcsd1"
"11623","Pde7b"
"11624","Esam"
"11625","Casq2"
"11626","Slc40a1"
"11627","Rassf9"
"11628","Cdkn2b"
"11629","Scgb3a1"
"11630","Slc30a1"
"11631","Sigirr"
"11632","Tmem204"
"11633","Sox18"
"11634","Vwf"
"11635","Gm9917"
"11636","Tram2"
"11637","Gm3716"
"11638","Ecscr"
"11639","Abhd2"
"11640","Gata2"
"11641","Slfn5"
"11642","Trim16"
"11643","Ushbp1"
"11644","Rasip1"
"11645","Mmrn2"
"11646","Stard4"
"11647","Bnip2"
"11648","Galnt15"
"11649","Dll4"
"11650","Pelo"
"11651","Paqr5"
"11652","Fgd5"
"11653","Plcg1"
"11654","Lgals9"
"11655","Cd93"
"11656","Scarf1"
"11657","Aplnr"
"11658","Sp100"
"11659","Nes"
"11660","Myh9"
"11661","Hspb1"
"11662","Ecm2"
"11663","Esyt1"
"11664","Pla1a"
"11665","St3gal6"
"11666","Stap2"
"11667","Pcdh18"
"11668","Pecam1"
"11669","Gimap6"
"11670","Gpr4"
"11671","Gper1"
"11672","Grap"
"11673","Mprip"
"11674","Gimap1"
"11675","Zc3h10"
"11676","Pnpla6"
"11677","Nfatc4"
"11678","Hspa14"
"11679","Dysf"
"11680","Alas1"
"11681","Hipk1"
"11682","Calcrl"
"11683","1700097N02Rik"
"11684","Ceacam1"
"11685","Mcm6"
"11686","Rps6ka4"
"11687","Tec"
"11688","Klhl6"
"11689","Layn"
"11690","Fam72a"
"11691","Prss35"
"11692","Ift80"
"11693","Bglap"
"11694","Zbtb25"
"11695","Senp1"
"11696","Gm15728"
"11697","Zfp820"
"11698","Snip1"
"11699","Msx2"
"11700","Ccbl1"
"11701","Sik2"
"11702","Nfatc1"
"11703","Zic5"
"11704","Lyrm4"
"11705","Fbxo6"
"11706","Patl1"
"11707","Stk11"
"11708","Gm26551"
"11709","Zfp641"
"11710","Atp11c"
"11711","Tpm4"
"11712","Arap3"
"11713","Baiap2l1"
"11714","Prkd2"
"11715","Iigp1"
"11716","Dgka"
"11717","Dusp22"
"11718","Foxf2"
"11719","Dennd3"
"11720","Rab11fip1"
"11721","Mecom"
"11722","Cracr2b"
"11723","Larp1b"
"11724","Urb2"
"11725","Hspa12b"
"11726","2510046G10Rik"
"11727","Nxt1"
"11728","Bcl6b"
"11729","Trp53"
"11730","Mfsd7c"
"11731","Il1r1"
"11732","Esyt2"
"11733","Magix"
"11734","Slc38a5"
"11735","Ercc1"
"11736","Gch1"
"11737","Fam129a"
"11738","RP23-198F11.3"
"11739","Helz2"
"11740","Cngb1"
"11741","Unc45b"
"11742","Icam2"
"11743","Atp10a"
"11744","Ccdc82"
"11745","Def6"
"11746","Itga5"
"11747","Flt4"
"11748","Polk"
"11749","Xbp1"
"11750","Pgm5"
"11751","Notum"
"11752","Gm43573"
"11753","Usp1"
"11754","Kti12"
"11755","Dcbld1"
"11756","Psme2b"
"11757","Tnfaip8l1"
"11758","Fkbpl"
"11759","Tubb6"
"11760","Pomc"
"11761","Smad4"
"11762","Elk3"
"11763","Slc16a4"
"11764","Crtc2"
"11765","Pear1"
"11766","Ackr2"
"11767","Trnau1ap"
"11768","Tbx1"
"11769","Pef1"
"11770","Ocln"
"11771","Slc39a8"
"11772","Rhbdf2"
"11773","Tcf7"
"11774","Sgms2"
"11775","Slc37a2"
"11776","Mgl2"
"11777","Cd74"
"11778","H2-Aa"
"11779","H2-DMb1"
"11780","Cd209f"
"11781","Cxcl2"
"11782","Pf4"
"11783","Lyz2"
"11784","Cd14"
"11785","Ms4a7"
"11786","Mrc1"
"11787","Ctss"
"11788","Laptm5"
"11789","Pld4"
"11790","C1qa"
"11791","Fcgr3"
"11792","Cx3cr1"
"11793","Ly86"
"11794","Selplg"
"11795","Mpeg1"
"11796","Gpr34"
"11797","Fcrls"
"11798","Rgs1"
"11799","C1qc"
"11800","Itgam"
"11801","Fcer1g"
"11802","Cd53"
"11803","Hmha1"
"11804","Trem2"
"11805","Bin2"
"11806","Csf1r"
"11807","Fyb"
"11808","Siglech"
"11809","P2ry13"
"11810","Aif1"
"11811","Cd37"
"11812","C1qb"
"11813","Spi1"
"11814","Bcl2a1d"
"11815","Rasl11a"
"11816","S100a5"
"11817","Ndst2"
"11818","Snx24"
"11819","Gps1"
"11820","Zfp617"
"11821","Fam120aos"
"11822","B230354K17Rik"
"11823","Ttll4"
"11824","Msto1"
"11825","Zfp775"
"11826","Pcdhga12"
"11827","Glb1"
"11828","Cfap74"
"11829","Stk36"
"11830","Gm26910"
"11831","Prkdc"
"11832","Msantd4"
"11833","Larp4"
"11834","1600020E01Rik"
"11835","Zfp113"
"11836","Ift74"
"11837","Usp10"
"11838","Ttc30b"
"11839","4732491K20Rik"
"11840","Egr2"
"11841","Tax1bp1"
"11842","Zfp442"
"11843","Ndufs5"
"11844","Accs"
"11845","Fabp3-ps1"
"11846","Mlh1"
"11847","Akr1b3"
"11848","Zscan2"
"11849","AI597479"
"11850","Mief1"
"11851","Tmem167b"
"11852","Smcr8"
"11853","Zfp598"
"11854","Ankrd13c"
"11855","Chek2"
"11856","Glt8d1"
"11857","Hexim2"
"11858","Brd1"
"11859","Ccdc61"
"11860","Pcdhga8"
"11861","Rrm1"
"11862","Ubxn7"
"11863","Cenpc1"
"11864","Rab30"
"11865","Mettl10"
"11866","Cebpa"
"11867","Pepd"
"11868","Hes6"
"11869","Atad1"
"11870","Gclc"
"11871","Trove2"
"11872","Tsen15"
"11873","Pes1"
"11874","Tmem185b"
"11875","2300009A05Rik"
"11876","Pank1"
"11877","Pou2f1"
"11878","Gm9885"
"11879","Gm20342"
"11880","Reps1"
"11881","G730003C15Rik"
"11882","Zfp715"
"11883","Slc35e2"
"11884","Nfs1"
"11885","Hook3"
"11886","Zfp672"
"11887","Prmt10"
"11888","Nr3c2"
"11889","Nacc1"
"11890","Dcaf15"
"11891","Fzd3"
"11892","2900093K20Rik"
"11893","Kdm1a"
"11894","Phf21a"
"11895","Ddb2"
"11896","Arl14ep"
"11897","Nup50"
"11898","Gtf2h3"
"11899","1810010H24Rik"
"11900","Afap1"
"11901","Sord"
"11902","Eno3"
"11903","Vps45"
"11904","Mettl3"
"11905","Phc3"
"11906","Fbxl17"
"11907","Nhlrc3"
"11908","Alkbh7"
"11909","Cryl1"
"11910","Fahd1"
"11911","Lurap1"
"11912","Urod"
"11913","Sod2"
"11914","Bbs2"
"11915","Coq9"
"11916","Tom1l2"
"11917","Odf2l"
"11918","Tbl2"
"11919","Jmjd8"
"11920","Msantd3"
"11921","Fubp3"
"11922","2610008E11Rik"
"11923","Fbf1"
"11924","Ppp6r3"
"11925","Faap100"
"11926","Gpatch2"
"11927","Mrpl42"
"11928","Hspa9"
"11929","Kcmf1"
"11930","Thnsl1"
"11931","Ankrd9"
"11932","Calhm2"
"11933","Khsrp"
"11934","Men1"
"11935","Tsen34"
"11936","Zfp729b"
"11937","Irs1"
"11938","Tank"
"11939","Dzip1"
"11940","Paics"
"11941","Wdr19"
"11942","Phb"
"11943","Zfp867"
"11944","Whamm"
"11945","Adamtsl1"
"11946","Pafah2"
"11947","D10Jhu81e"
"11948","Aph1b"
"11949","Ppfia1"
"11950","Ipo8"
"11951","Mtx3"
"11952","Sec22a"
"11953","Gm29107"
"11954","Gm9889"
"11955","Hlcs"
"11956","Zfp397"
"11957","C1galt1"
"11958","Kptn"
"11959","Kmt2c"
"11960","Anks3"
"11961","Abhd10"
"11962","Tfcp2"
"11963","N4bp2"
"11964","Trpc3"
"11965","Slc25a26"
"11966","Eda"
"11967","Tet2"
"11968","Pigg"
"11969","Nxpe5"
"11970","Bank1"
"11971","Rgs9"
"11972","Arl10"
"11973","Ly96"
"11974","Phyhd1"
"11975","Rapsn"
"11976","Rpusd3"
"11977","Lbx2"
"11978","Zfand1"
"11979","Arhgap4"
"11980","Lcp2"
"11981","Il1rl2"
"11982","Nfam1"
"11983","Milr1"
"11984","Igsf6"
"11985","Stk10"
"11986","Ltb"
"11987","Bcl2a1b"
"11988","Batf3"
"11989","Bcl2a1a"
"11990","H2-Ob"
"11991","H2-DMb2"
"11992","1600010M07Rik"
"11993","Snx20"
"11994","Ikzf1"
"11995","Clec4a2"
"11996","Gm13212"
"11997","Hcst"
"11998","Tlr2"
"11999","G430095P16Rik"
"12000","Ankrd27"
"12001","Ccl6"
"12002","Osm"
"12003","Ptprc"
"12004","Itgb2"
"12005","Plek"
"12006","Hcls1"
"12007","Glipr1"
"12008","Lrch4"
"12009","Diaph1"
"12010","Ncf4"
"12011","Tifab"
"12012","Gmfg"
"12013","Cfp"
"12014","Prelid2"
"12015","Tnfrsf13b"
"12016","Rel"
"12017","Cd36"
"12018","Cd86"
"12019","Tnfrsf17"
"12020","Asb10"
"12021","Dok2"
"12022","Fbxw4"
"12023","Ccl2"
"12024","Paox"
"12025","Rbm47"
"12026","AB124611"
"12027","Mknk1"
"12028","Tgfbi"
"12029","Cd163"
"12030","Il21r"
"12031","Fcgr2b"
"12032","Lrmp"
"12033","Cd84"
"12034","C3ar1"
"12035","Arhgap19"
"12036","Ccr1"
"12037","Btk"
"12038","Plcg2"
"12039","A830008E24Rik"
"12040","Adgre1"
"12041","Cryba4"
"12042","5031414D18Rik"
"12043","Gpr84"
"12044","Slc7a7"
"12045","Man2b1"
"12046","Hck"
"12047","Rasal3"
"12048","Csf3r"
"12049","Irf8"
"12050","Cd33"
"12051","Lpxn"
"12052","Dock8"
"12053","Ccl3"
"12054","Ccl4"
"12055","Susd3"
"12056","Rhoh"
"12057","P2ry6"
"12058","Tnfaip8l2"
"12059","AF251705"
"12060","Fermt3"
"12061","Fcgr1"
"12062","Cd300a"
"12063","Slc25a45"
"12064","Slc2a5"
"12065","Pon3"
"12066","Gna15"
"12067","Was"
"12068","Ttc7"
"12069","Adora3"
"12070","Il6ra"
"12071","Zfp945"
"12072","Gm20703"
"12073","Cd180"
"12074","Tlr13"
"12075","Zfp691"
"12076","4833445I07Rik"
"12077","Pilra"
"12078","Thumpd3"
"12079","Armc3"
"12080","Pecr"
"12081","Copg2"
"12082","Gm10138"
"12083","Dock2"
"12084","Ncf1"
"12085","Cd48"
"12086","Zfp710"
"12087","BC035044"
"12088","Gsx2"
"12089","Lat2"
"12090","Abcb6"
"12091","Fam227a"
"12092","Rab39"
"12093","Numb"
"12094","Cxcl10"
"12095","Arhgap9"
"12096","Tcaim"
"12097","Ppcdc"
"12098","Gm26520"
"12099","Cdh23"
"12100","Arl5c"
"12101","Tep1"
"12102","Ccr6"
"12103","Morc3"
"12104","Adcy7"
"12105","Gm13710"
"12106","Armcx3"
"12107","Gale"
"12108","Osbpl11"
"12109","E2f6"
"12110","Skap2"
"12111","Fam222b"
"12112","Gm29291"
"12113","Hps4"
"12114","Arhgap11a"
"12115","P2rx1"
"12116","Nsl1"
"12117","Usp49"
"12118","Dennd4b"
"12119","Siglece"
"12120","2310040G24Rik"
"12121","D5Ertd605e"
"12122","Nckap1l"
"12123","Glrp1"
"12124","Mlxipl"
"12125","Cndp2"
"12126","Usp19"
"12127","Zfp651"
"12128","Sdhaf2"
"12129","Cox10"
"12130","Fam20b"
"12131","Mettl13"
"12132","Cd99l2"
"12133","Ube2q2"
"12134","Pced1a"
"12135","Anapc1"
"12136","Dnajc15"
"12137","Slc25a28"
"12138","Acad8"
"12139","Dclre1a"
"12140","Uba5"
"12141","Cep70"
"12142","Mars2"
"12143","Bcl9l"
"12144","Fbxw11"
"12145","Cpeb4"
"12146","Sec22c"
"12147","Vrk2"
"12148","Mus81"
"12149","Iars2"
"12150","Dido1"
"12151","Tm9sf4"
"12152","Chka"
"12153","Cse1l"
"12154","Lca5"
"12155","Srrt"
"12156","Wbscr27"
"12157","Fbxl18"
"12158","Chst12"
"12159","Hcfc2"
"12160","Tada2b"
"12161","Pds5a"
"12162","Cldn12"
"12163","Snx25"
"12164","Agbl5"
"12165","Tmem175"
"12166","Asb8"
"12167","9330020H09Rik"
"12168","Nt5c3b"
"12169","Rundc1"
"12170","Gm21967"
"12171","Pstk"
"12172","Odc1"
"12173","Aggf1"
"12174","D430042O09Rik"
"12175","Xpo6"
"12176","Ubr7"
"12177","Tbc1d32"
"12178","Ccdc6"
"12179","Bcl2l13"
"12180","Zfp606"
"12181","Pnpla8"
"12182","Slc39a9"
"12183","Lace1"
"12184","L3mbtl3"
"12185","Crebl2"
"12186","Dgkq"
"12187","E130102H24Rik"
"12188","Pi4kb"
"12189","Tada2a"
"12190","Ctdnep1"
"12191","Zfp90"
"12192","Prrc2a"
"12193","Fance"
"12194","Clcn7"
"12195","AI314180"
"12196","Fbxo10"
"12197","Spata33"
"12198","Mtcl1"
"12199","Robo1"
"12200","Ltn1"
"12201","Lonp1"
"12202","Rragc"
"12203","Zzef1"
"12204","Smc5"
"12205","2810001G20Rik"
"12206","Ttc8"
"12207","Ccdc127"
"12208","Nln"
"12209","Mllt1"
"12210","Fgf11"
"12211","Rab5a"
"12212","Gpd1l"
"12213","Mier3"
"12214","Lclat1"
"12215","Tmub2"
"12216","Bfar"
"12217","Ubr5"
"12218","Gm17586"
"12219","Spsb3"
"12220","Sf3a1"
"12221","Mark3"
"12222","Tef"
"12223","Tmem94"
"12224","Mlst8"
"12225","Lrrc24"
"12226","Smg5"
"12227","Impa1"
"12228","Tubgcp3"
"12229","Tet1"
"12230","Cry1"
"12231","Extl2"
"12232","Spg7"
"12233","Gfod2"
"12234","Comtd1"
"12235","Acp2"
"12236","Fnbp4"
"12237","Zswim8"
"12238","Usp8"
"12239","Galk2"
"12240","Atxn7"
"12241","Zfp275"
"12242","Klhl15"
"12243","Wbscr16"
"12244","Ccdc64"
"12245","Rad9b"
"12246","Clec11a"
"12247","Ints1"
"12248","Suclg1"
"12249","Gfpt1"
"12250","Foxj2"
"12251","Daglb"
"12252","Mkln1os"
"12253","Wdr11"
"12254","Focad"
"12255","Szt2"
"12256","Zswim5"
"12257","Stim2"
"12258","Clpb"
"12259","Iqck"
"12260","1700001O22Rik"
"12261","Coq4"
"12262","Desi2"
"12263","Cdon"
"12264","Snx19"
"12265","Zbtb26"
"12266","Zfp609"
"12267","C2cd4b"
"12268","Trip4"
"12269","Alkbh8"
"12270","Cog3"
"12271","Gm16536"
"12272","Ccdc173"
"12273","Wdr82"
"12274","Tmem136"
"12275","Naa30"
"12276","Sdhc"
"12277","Cdc73"
"12278","BC003331"
"12279","Uso1"
"12280","Abhd17c"
"12281","Rrp12"
"12282","Dsel"
"12283","Ranbp9"
"12284","Tnk2"
"12285","Zfp346"
"12286","Chid1"
"12287","BC030336"
"12288","Krba1"
"12289","Klhdc10"
"12290","Erc1"
"12291","Pikfyve"
"12292","Pomgnt2"
"12293","Nipa2"
"12294","Abhd11"
"12295","Ppp2cb"
"12296","Rpp14"
"12297","Nt5m"
"12298","Zbtb22"
"12299","Tmem259"
"12300","Ppa2"
"12301","Tomm40l"
"12302","Pkd1"
"12303","Acyp2"
"12304","Mcu"
"12305","0610011F06Rik"
"12306","Cdc27"
"12307","Sesn3"
"12308","Abhd13"
"12309","Zfp318"
"12310","Ppp2r5d"
"12311","Strip1"
"12312","Iqgap2"
"12313","B4gat1"
"12314","Cep78"
"12315","Mecr"
"12316","Gm17354"
"12317","Cad"
"12318","Porcn"
"12319","Ass1"
"12320","2610528A11Rik"
"12321","Adk"
"12322","Casp1"
"12323","Fbxo17"
"12324","Asb2"
"12325","Scaper"
"12326","Nol10"
"12327","Phkg2"
"12328","Urb1"
"12329","Klhl42"
"12330","Fuk"
"12331","Tctn3"
"12332","Tipin"
"12333","Cdk20"
"12334","Qser1"
"12335","Disp1"
"12336","Rab26os"
"12337","Rpap1"
"12338","Cenpa"
"12339","Eif2ak4"
"12340","Gm11772"
"12341","Acvr1"
"12342","Pfas"
"12343","Zfp334"
"12344","Tmtc3"
"12345","Gm43936"
"12346","Siah1a"
"12347","Gorab"
"12348","Il17ra"
"12349","Erh"
"12350","Bbs12"
"12351","Mon1a"
"12352","Pgk1"
"12353","Xrcc6"
"12354","Abcd1"
"12355","Glce"
"12356","Zfp2"
"12357","Zfp93"
"12358","Frs2"
"12359","Zfp937"
"12360","Supt7l"
"12361","Fibp"
"12362","Proser1"
"12363","Zbtb41"
"12364","Ehbp1"
"12365","Ints5"
"12366","Gm4924"
"12367","Igsf10"
"12368","Zfp27"
"12369","Grtp1"
"12370","Pttg1"
"12371","Zfp882"
"12372","Dnaaf3"
"12373","Srbd1"
"12374","Pkn1"
"12375","Zfp839"
"12376","Endov"
"12377","Zfp653"
"12378","Slc16a10"
"12379","Tyk2"
"12380","Lrig2"
"12381","Xpot"
"12382","Tnfaip3"
"12383","Dhx29"
"12384","Calml4"
"12385","Fam216b"
"12386","Nuf2"
"12387","Crygn"
"12388","2210011C24Rik"
"12389","Fcnaos"
"12390","S1pr5"
"12391","Gpr88"
"12392","Syt2"
"12393","Clrn1"
"12394","Zbtb11os1"
"12395","Gm26834"
"12396","Gm5547"
"12397","Btbd16"
"12398","Cep72"
"12399","Erp27"
"12400","Fam83d"
"12401","Slc22a21"
"12402","Sftpc"
"12403","Tnni1"
"12404","Mroh3"
"12405","Kdelc1"
"12406","Rars"
"12407","Ppp6c"
"12408","Gm26829"
"12409","Itgad"
"12410","Gm28782"
"12411","Smndc1"
"12412","Cyp2j12"
"12413","B230344G16Rik"
"12414","Gm16168"
"12415","Gm15912"
"12416","Depdc1b"
"12417","D7Ertd443e"
"12418","Ikbkg"
"12419","Barx2"
"12420","1110015O18Rik"
"12421","Emilin2"
"12422","4933413G19Rik"
"12423","A230001M10Rik"
"12424","4930455G09Rik"
"12425","Slc34a3"
"12426","Ubap1"
"12427","Stx17"
"12428","Mgme1"
"12429","A930003A15Rik"
"12430","Dhx37"
"12431","Haglr"
"12432","Map3k7"
"12433","Tnfrsf13c"
"12434","Ifit2"
"12435","Rragb"
"12436","Nradd"
"12437","Fbxo30"
"12438","Pold2"
"12439","Faf2"
"12440","Ankrd55"
"12441","Pank4"
"12442","Nat2"
"12443","Mettl14"
"12444","Usp24"
"12445","Casp8ap2"
"12446","Optn"
"12447","Tysnd1"
"12448","Tnrc18"
"12449","Coch"
"12450","Adamts15"
"12451","Gm15222"
"12452","Etaa1os"
"12453","Gm15706"
"12454","Tnfrsf22"
"12455","Slc23a2"
"12456","Tmem120a"
"12457","Jade2"
"12458","Fan1"
"12459","Cox16"
"12460","Scn5a"
"12461","Prrt4"
"12462","Gm14326"
"12463","B230322F03Rik"
"12464","Rgag4"
"12465","Golga5"
"12466","Gm14286"
"12467","E430025E21Rik"
"12468","Pus3"
"12469","Mina"
"12470","Ethe1"
"12471","Nudt1"
"12472","Nmnat3"
"12473","Gm26935"
"12474","Lgals8"
"12475","C330007P06Rik"
"12476","Sulf1"
"12477","Ccdc86"
"12478","Pdyn"
"12479","Gm28424"
"12480","Gm28578"
"12481","Syt14"
"12482","Zw10"
"12483","Otulin"
"12484","Cep83"
"12485","C130026L21Rik"
"12486","B130046B21Rik"
"12487","Tmem135"
"12488","Ccser1"
"12489","Tmx1"
"12490","Pex26"
"12491","Jak1"
"12492","Taf15"
"12493","Morc2b"
"12494","Spire2"
"12495","Ctage5"
"12496","Plcd3"
"12497","Slc38a4"
"12498","Nufip2"
"12499","Gm11767"
"12500","Tob2"
"12501","C920021L13Rik"
"12502","Stau1"
"12503","Cnpy4"
"12504","Rnf103"
"12505","Ccdc30"
"12506","2010109A12Rik"
"12507","Atg9b"
"12508","Stag1"
"12509","Vwa9"
"12510","Tgds"
"12511","Samd11"
"12512","Cdh9"
"12513","Sult2b1"
"12514","1700016K19Rik"
"12515","Exoc7"
"12516","Ccdc103"
"12517","Tm9sf2"
"12518","B4galnt4"
"12519","Casz1"
"12520","2600014E21Rik"
"12521","Abcc8"
"12522","Shisa3"
"12523","Cdkl1"
"12524","Ccdc57"
"12525","Parp16"
"12526","Mplkip"
"12527","9930012K11Rik"
"12528","Zfp119a"
"12529","Stat5b"
"12530","A430073D23Rik"
"12531","Ccdc77"
"12532","Lbr"
"12533","Dock11"
"12534","Fxyd4"
"12535","Wdhd1"
"12536","Pcdhb7"
"12537","Gpr6"
"12538","Icam4"
"12539","3300002I08Rik"
"12540","Prepl"
"12541","Fam19a4"
"12542","Pnlip"
"12543","Npas1"
"12544","Epcam"
"12545","Dmrtb1"
"12546","Eed"
"12547","Chd1l"
"12548","Pdgfb"
"12549","Slc22a6"
"12550","Col3a1"
"12551","Col8a2"
"12552","Slc30a6"
"12553","Isoc2b"
"12554","Usp28"
"12555","Nppc"
"12556","Ms4a15"
"12557","Des"
"12558","Myh11"
"12559","Hmcn1"
"12560","Acvrl1"
"12561","Arv1"
"12562","Gm21781"
"12563","Bbof1"
"12564","Tha1"
"12565","Zfp874a"
"12566","Aven"
"12567","Zbtb1"
"12568","Spp2"
"12569","Uimc1"
"12570","Lrch3"
"12571","Gtf2ird2"
"12572","Irak4"
"12573","Gpr182"
"12574","Golph3l"
"12575","P3h1"
"12576","Narfl"
"12577","Sdhaf3"
"12578","Utp20"
"12579","Pla2r1"
"12580","Fam180a"
"12581","Sdccag8"
"12582","Maff"
"12583","B230369F24Rik"
"12584","Ggt5"
"12585","Tbx18"
"12586","Ptgfr"
"12587","Samd5"
"12588","Itih2"
"12589","Col13a1"
"12590","Lepr"
"12591","Nphs2"
"12592","Slc16a12"
"12593","Tnfsfm13"
"12594","Osr1"
"12595","Tnfsf13os"
"12596","Crispld1"
"12597","Tnfsf10"
"12598","Reck"
"12599","Tbx15"
"12600","Slc10a3"
"12601","Foxc1"
"12602","E2f1"
"12603","1110035H17Rik"
"12604","Smim5"
"12605","Lypd2"
"12606","Trabd2b"
"12607","Kcnj2"
"12608","Rabep2"
"12609","Mrap"
"12610","2200002D01Rik"
"12611","Copb1"
"12612","Vsig2"
"12613","Nup93"
"12614","Pcdh12"
"12615","Trpv4"
"12616","Mill2"
"12617","Zfp446"
"12618","Fastkd2"
"12619","Nudt22"
"12620","Cenpf"
"12621","Batf"
"12622","Sp110"
"12623","Arid5a"
"12624","Lactb"
"12625","Cysltr1"
"12626","Plp2"
"12627","Lyl1"
"12628","Tnfrsf1b"
"12629","St8sia6"
"12630","Mb21d1"
"12631","Nt5dc1"
"12632","Txnrd2"
"12633","Trim65"
"12634","Acad10"
"12635","Aldh16a1"
"12636","Itpripl1"
"12637","Setdb2"
"12638","Tbc1d25"
"12639","Zdhhc15"
"12640","Ptrh1"
"12641","Mrps22"
"12642","Gm16432"
"12643","Usp27x"
"12644","Zfp688"
"12645","Chd2"
"12646","A230107N01Rik"
"12647","Rmnd1"
"12648","Klhl9"
"12649","1700030J22Rik"
"12650","Gm12258"
"12651","Odf3b"
"12652","Fam13b"
"12653","Rph3al"
"12654","Rnf170"
"12655","Tdrd7"
"12656","Jmjd1c"
"12657","Ltk"
"12658","Gm14295"
"12659","Zfp568"
"12660","Hnrnpul1"
"12661","Cdk8"
"12662","Grk4"
"12663","Rabggta"
"12664","Gmppa"
"12665","Gm26794"
"12666","Urgcp"
"12667","Cdh12"
"12668","Ppp6r1"
"12669","Pomk"
"12670","Adcyap1"
"12671","Slx4ip"
"12672","Aldh3b2"
"12673","Crh"
"12674","Rnf207"
"12675","Setdb1"
"12676","Rasd2"
"12677","Coro6"
"12678","C1qtnf7"
"12679","Serpine1"
"12680","Slc38a11"
"12681","Gm13861"
"12682","Aoc3"
"12683","Mrvi1"
"12684","Olfr78"
"12685","Dhx58os"
"12686","Lrrc32"
"12687","Lmod1"
"12688","Il27ra"
"12689","Pmaip1"
"12690","Myct1"
"12691","Suox"
"12692","Epha2"
"12693","Mgmt"
"12694","Adap2"
"12695","A130010J15Rik"
"12696","Tal1"
"12697","Gm10837"
"12698","Fgf16"
"12699","Ifi44"
"12700","8430408G22Rik"
"12701","Npw"
"12702","Clic5"
"12703","5430416O09Rik"
"12704","Gm5"
"12705","Tead4"
"12706","Cd40"
"12707","Abcc6"
"12708","Klk8"
"12709","Hic1"
"12710","Rem1"
"12711","Ccm2l"
"12712","Edn1"
"12713","Gimap8"
"12714","She"
"12715","Adcy4"
"12716","Utp18"
"12717","Akr1c14"
"12718","Gcc1"
"12719","AW112010"
"12720","F5"
"12721","Lockd"
"12722","Gm16062"
"12723","Rpl26"
"12724","Pggt1b"
"12725","AI606181"
"12726","Zfp770"
"12727","RP23-299D2.2"
"12728","Dtwd2"
"12729","Stam2"
"12730","Grb7"
"12731","Ly75"
"12732","Dpp4"
"12733","Lypd6b"
"12734","AI467606"
"12735","Gimap4"
"12736","Zap70"
"12737","Tmem154"
"12738","Rhobtb1"
"12739","Saa1"
"12740","Tmem252"
"12741","Ctsw"
"12742","Krtap28-13"
"12743","Tie1"
"12744","Fli1"
"12745","Trim21"
"12746","Aaed1"
"12747","AU021092"
"12748","Adh1"
"12749","S1pr4"
"12750","Erg"
"12751","Igsf5"
"12752","St6galnac2"
"12753","Sdc1"
"12754","Cd209g"
"12755","Ms4a6c"
"12756","Cbr2"
"12757","Ccl24"
"12758","F13a1"
"12759","Ccl12"
"12760","Clec10a"
"12761","Ccl7"
"12762","Ccr5"
"12763","Slamf8"
"12764","Ms4a6d"
"12765","Dcbld2"
"12766","Tars2"
"12767","Ing3"
"12768","Poc1b"
"12769","Gm13031"
"12770","E4f1"
"12771","Zxdb"
"12772","9430016H08Rik"
"12773","Ncapd2"
"12774","Gas8"
"12775","Rrnad1"
"12776","Bbs9"
"12777","Heatr5b"
"12778","Spen"
"12779","Cep152"
"12780","Rnf25"
"12781","Brf2"
"12782","Gmeb2"
"12783","Kri1"
"12784","Arhgef6"
"12785","Gins3"
"12786","Armc10"
"12787","Man2c1"
"12788","Kctd7"
"12789","9330104G04Rik"
"12790","Ptpn23"
"12791","Cep350"
"12792","Sacm1l"
"12793","Ric1"
"12794","Xrcc4"
"12795","Hmgn2"
"12796","Kmt2d"
"12797","Cdc16"
"12798","Slc25a53"
"12799","2810403A07Rik"
"12800","Prcc"
"12801","Prpf4"
"12802","Zmym5"
"12803","Ints6"
"12804","Atpaf2"
"12805","Syvn1"
"12806","Slco4a1"
"12807","Smug1"
"12808","Aasdh"
"12809","Zbtb44"
"12810","Zfp454"
"12811","Abhd15"
"12812","Zfp956"
"12813","Zfp870"
"12814","Cmss1"
"12815","Tspan32"
"12816","Asun"
"12817","Dennd1c"
"12818","Ang"
"12819","Themis2"
"12820","Slfn8"
"12821","Neurl3"
"12822","Pirb"
"12823","Cd209b"
"12824","Tnfrsf11a"
"12825","5430427O19Rik"
"12826","Ccl9"
"12827","Gm15232"
"12828","Rnase6"
"12829","Fgr"
"12830","Arhgap30"
"12831","Il1b"
"12832","Cybb"
"12833","Slamf9"
"12834","Akna"
"12835","Cd200r1"
"12836","Arl11"
"12837","Sash3"
"12838","Dcpp3"
"12839","Epsti1"
